10,3.02765
20,3.38859
30,3.01693
40,3.16057
50,3.11491
60,3.18253
70,3.10462
80,3.14208
90,3.19999
100,3.10989
110,3.16901
120,3.09978
130,3.10981
140,3.09185
150,3.16045
160,3.14875
170,3.18694
180,3.1954
190,3.18928
200,3.07041
210,3.08575
220,3.09448
230,3.21886
240,3.09959
250,3.1415
260,3.15361
270,3.11059
280,3.16002
290,3.09445
300,3.11927
310,3.07183
320,3.16967
330,3.12878
340,3.13077
350,3.10592
360,3.15217
370,3.1129
380,3.12982
390,3.11615
400,3.16609
410,3.14457
420,3.14564
430,3.09465
440,3.12997
450,3.15933
460,3.12631
470,3.1384
480,3.14454
490,3.13468
500,3.15883
510,3.0992
520,3.11394
530,3.15734
540,3.13245
550,3.09368
560,3.15515
570,3.14981
580,3.12271
590,3.03951
600,3.14874
610,3.18753
620,3.14521
630,3.12526
640,3.11282
650,3.14702
660,3.12461
670,3.14191
680,3.17302
690,3.11971
700,3.12687
710,3.14347
720,3.1506
730,3.1579
740,3.13285
750,3.09722
760,3.15047
770,3.16107
780,3.13704
790,3.10294
800,3.12404
810,3.12085
820,3.17653
830,3.15325
840,3.11896
850,3.14986
860,3.08884
870,3.15536
880,3.14462
890,3.16102
900,3.15978
910,3.17566
920,3.16843
930,3.14549
940,3.1316
950,3.12328
960,3.12335
970,3.11442
980,3.14491
990,3.15035
1000,3.13505
1010,3.12418
1020,3.1403
1030,3.16646
1040,3.1077
1050,3.15137
1060,3.14634
1070,3.11615
1080,3.14254
1090,3.13164
1100,3.16216
1110,3.13928
1120,3.11605
1130,3.13789
1140,3.12063
1150,3.15859
1160,3.1281
1170,3.11757
1180,3.15421
1190,3.13474
1200,3.14196
1210,3.17867
1220,3.15461
1230,3.16755
1240,3.12626
1250,3.15343
1260,3.14147
1270,3.13354
1280,3.12021
1290,3.12896
1300,3.16442
1310,3.14974
1320,3.1563
1330,3.12236
1340,3.15074
1350,3.13433
1360,3.15707
1370,3.15059
1380,3.14913
1390,3.14201
1400,3.07867
1410,3.13993
1420,3.16708
1430,3.12085
1440,3.13398
1450,3.16574
1460,3.12784
1470,3.15252
1480,3.14486
1490,3.15315
1500,3.17812
1510,3.1472
1520,3.14753
1530,3.1642
1540,3.1471
1550,3.13832
1560,3.12077
1570,3.14354
1580,3.14839
1590,3.12395
1600,3.14356
1610,3.13603
1620,3.12532
1630,3.14181
1640,3.1139
1650,3.14515
1660,3.12166
1670,3.16815
1680,3.152
1690,3.14567
1700,3.15225
1710,3.1551
1720,3.15069
1730,3.11642
1740,3.15517
1750,3.15683
1760,3.13178
1770,3.14376
1780,3.14354
1790,3.12841
1800,3.13976
1810,3.15259
1820,3.14227
1830,3.17174
1840,3.15763
1850,3.14285
1860,3.13722
1870,3.13912
1880,3.13323
1890,3.13187
1900,3.14345
1910,3.14783
1920,3.15015
1930,3.12766
1940,3.13515
1950,3.15004
1960,3.14133
1970,3.12112
1980,3.14398
1990,3.16946
2000,3.14263
2010,3.14558
2020,3.14484
2030,3.12489
2040,3.14467
2050,3.12465
2060,3.15992
2070,3.13923
2080,3.15395
2090,3.13102
2100,3.13425
2110,3.13874
2120,3.13587
2130,3.13482
2140,3.14535
2150,3.15118
2160,3.14813
